objectid,name,yearpublished,sortindex,minplayers,maxplayers,minplaytime,maxplaytime,totalvotes,usersrated,category1,category2,category3,category4,category5,category6
183881,Goblin Dice,2015,14703,2,6,15,30,1,75,Dexterity, Dice, Fantasy, Party Game, Racing,error
13010,Interpol,1978,14704,2,4,30,30,0,50,Deduction, murder_mystery,error,error,error,error
32471,Mafia,2007,14705,7,22,30,30,6,249,Deduction, Mafia, Negotiation, Party Game,error,error
161869,Castle Blast,2013,14706,2,4,10,10,2,38,Dexterity, Medieval,error,error,error,error
217177,Space Poo  The Card Game,2016,14707,2,8,5,15,0,52,Animals, card, Humor, Party Game,error,error
347,Fishy,1991,14708,3,6,30,30,1,65,Animals, Bluffing,error,error,error,error
209220,Lady Richmond  Ein erzocktes Erbe,2016,14709,2,5,30,0,4,61,Bluffing, card, Humor, Negotiation, Real-time,error
164300,Pixel Guardians,2015,14710,2,4,30,30,1,30,card, Fantasy,error,error,error,error
17181,Stad - Land - Rivier,1985,14711,2,6,15,15,0,30,Trivia, Word Game,error,error,error,error
165743,In Love and War,2014,14712,2,5,15,15,0,30,Animals,error,error,error,error,error
20057,Phantom Rummy,2005,14713,2,4,30,30,0,35,card,error,error,error,error,error
10154,Treasure of the Pharaohs,1974,14714,2,6,45,45,0,41,Ancient, Childrens Game, Maze, Mythology,error,error
3384,Kerrunch,1991,14715,2,2,90,90,0,38,Fantasy, Sports, War,error,error,error
8503,Arkansas Bluff,1975,14716,3,6,45,45,0,32,Bluffing, card, Deduction, Number,error,error
231362,Sweet Honey,2017,14717,2,6,15,0,1,40,Animals, Bluffing, card, Humor,error,error
192233,Karibou Camp,2016,14718,3,7,20,20,2,41,Dexterity, Party Game,error,error,error,error
3156,The Warriors of Batak,1982,14719,2,2,90,90,1,42,Sci_Fi, War,error,error,error,error
7443,Electronic Scattergories Platinum Edition,2001,14720,2,0,10,10,2,41,Electronic, Party Game, Word Game,error,error,error
8652,Im Gespensterturm,1994,14721,2,6,15,15,0,96,Childrens Game, Memory,error,error,error,error
1351,Legend of Heroes,1987,14722,1,5,0,0,0,48,Adventure, Fantasy,error,error,error,error
4568,Racko Plus,2001,14723,2,4,30,30,2,70,card,error,error,error,error,error
257074,Pechvogel,2018,14724,2,5,20,20,0,95,Animals, Dice,error,error,error,error
69819,Mercury\/Market Garden,2012,14725,2,0,60,60,1,57,War, War,error,error,error,error
218842,Yukon Salon,2017,14726,2,4,10,15,0,37,card, Dice, Humor,error,error,error
8519,How to Host a Mystery  Star Trek \u2013 The Next Generation,1992,14727,8,8,360,360,1,63,Adaptation, murder_mystery, Sci_Fi,error,error,error
14021,Geister & Gespenster,2004,14728,2,6,10,10,1,33,card, Childrens Game, Fantasy,error,error,error
191043,The Cohort,2016,14729,2,6,15,30,4,98,card, Party Game,error,error,error,error
8446,Campaigns in the Valley,1988,14730,2,2,120,120,1,43,American War, War, War,error,error,error
1560,Hero,1980,14731,2,3,120,120,2,58,Adventure, Fantasy, Fighting, Maze,error,error
77344,Atlantis Treasure,2010,14732,2,4,10,10,1,99,Dice, War, Racing,error,error,error
1984,Material World,1995,14733,2,5,240,240,0,74,Economic, Transportation, War,error,error,error
3639,Strange New Worlds,1978,14734,2,6,90,90,1,43,Adventure, Exploration, Sci_Fi,error,error,error
1215,Monkey Memory,2000,14735,2,9,10,10,1,76,card, Childrens Game, Memory,error,error,error
26157,Top oder Flop,2006,14736,2,5,30,30,0,35,card, Adaptation,error,error,error,error
2943,Lepanto,0,14737,2,4,10,10,1,56,Fighting, War,error,error,error,error
159536,Hungry as a Bear,2014,14738,1,3,5,5,0,68,Dexterity, Childrens Game,error,error,error,error
1500,Zocken,1998,14739,2,8,15,50,0,49,Dice,error,error,error,error,error
140859,Maccabees,2009,14740,2,4,30,30,0,31,Dexterity, Adventure,error,error,error,error
11473,Twilight's Last Gleaming,1997,14741,2,2,60,120,1,31,War, War,error,error,error,error
99286,Raiding Parties  Golden Age of Piracy,2012,14742,2,4,30,30,2,46,card, Pirates,error,error,error,error
85123,Joan of Arc's Victory 1429 AD,2012,14743,2,2,120,120,3,35,Medieval, War,error,error,error,error
123495,Dreaming Dragon,2012,14744,2,4,30,30,0,34,Dexterity, Childrens Game, Educational,error,error,error
21382,In10sity,2005,14745,2,6,30,30,0,55,Trivia,error,error,error,error,error
197788,Final Boss  The card game,2016,14746,1,6,20,60,0,49,Humor, Print & Play, Adaptation,error,error,error
7040,Asia Crossroads,2003,14747,2,2,120,120,1,36,Post-War, War,error,error,error,error
2372,Penalty!,1960,14748,2,4,30,30,3,180,card, Sports,error,error,error,error
25992,War of the Triple Alliance  Paraguay \u2013 1865-1870,2007,14749,2,2,180,180,2,48,Post-War, War,error,error,error,error
24245,Laser Battle,2006,14750,2,2,5,15,3,147,strategy, Electronic,error,error,error,error
12675,The Simpsons Group Photo,2003,14751,2,4,15,15,1,30,card, Memory, Adaptation,error,error,error
73252,Marengo  Morning Defeat,2010,14752,1,2,60,60,0,30,War, War,error,error,error,error
117891,Ligretto Plus,2012,14753,2,6,15,15,0,38,card, Sports,error,error,error,error
34014,Ruin,2008,14754,2,4,45,45,2,105,Exploration,error,error,error,error,error
90968,Knock Your Blocks Off,2011,14755,2,4,15,15,3,73,strategy, Dexterity, Childrens Game, Dice, Fantasy,error
542,Democrazy,2000,14756,4,10,30,30,10,1139,card, Party Game,error,error,error,error
9847,Plut\u00f4t mort que Perse !,2003,14757,2,2,120,120,3,32,Ancient, War,error,error,error,error
11071,Austin Poker,2004,14758,3,6,0,0,1,33,American West, Bluffing, card,error,error,error
5934,Wahoo!,1991,14759,2,2,180,180,2,34,American War, War, Post-War, War,error,error
234383,Mucho Macho,2017,14760,2,8,10,10,1,40,card,error,error,error,error,error
6913,The Battle of Agincourt,1978,14761,2,2,120,120,2,44,Medieval, War,error,error,error,error
61996,D\u00e9luges,2010,14762,3,4,90,90,3,51,Civilization, Environmental,error,error,error,error
69703,Phase,2016,14763,2,5,20,40,2,57,card,error,error,error,error,error
8753,Grand Army of the Republic,1988,14764,2,4,240,240,1,44,American War, War,error,error,error,error
160537,Code Monkey Island,2014,14765,2,4,45,45,0,31,Animals, Childrens Game,error,error,error,error
156927,The Walking Dead  The Prison \u2013 Board Game,2014,14766,2,6,60,60,0,37,Adaptation, Horror, Zombies,error,error,error
2897,In Pursuit,2001,14767,4,8,60,60,1,164,Trivia,error,error,error,error,error
21809,Apples to Apples  Bible Edition,2006,14768,4,10,30,30,2,135,card, Party Game, Word Game,error,error,error
1790,Rollout  The Game of the Risk-Takers,1987,14769,2,6,120,120,0,73,Economic, Negotiation,error,error,error,error
17517,Cluedo Mysteries,2005,14770,2,6,60,60,4,301,murder_mystery,error,error,error,error,error
147472,Shooting Star,2013,14771,2,5,20,30,0,32,card, Sci_Fi,error,error,error,error
165651,Merry Yard,2014,14772,3,8,0,0,0,34,Animals, Farming,error,error,error,error
11751,Tactil,1977,14773,1,4,15,15,0,36,Dexterity, Animals, Childrens Game, Memory, Party Game, Puzzle
179433,Creature College,2016,14774,2,6,45,45,3,49,Fantasy, Humor,error,error,error,error
12600,G.I. Joe TCG,2004,14775,2,2,5,5,1,69,card, Collectible, Adaptation,error,error,error
3646,Luftwaffe,1971,14776,2,2,120,120,10,835,Aviation, War, War,error,error,error
36250,Spanish Checkers,1400,14777,2,2,30,30,4,34,strategy,error,error,error,error,error
177411,Galaxy Command,2015,14778,1,4,10,45,1,54,Sci_Fi, Space Exploration,error,error,error,error
2765,Too Many Cooks,2001,14779,2,5,90,90,0,38,card,error,error,error,error,error
1008,Die Schlangen von Delhi,1994,14780,2,4,30,30,0,69,Blatz,error,error,error,error,error
165828,Truths Too Terrible,2015,14781,2,4,30,30,0,33,card, Deduction, Horror,error,error,error
13475,Sch\u00e4tzbold,2004,14782,3,6,30,30,0,30,card, Trivia,error,error,error,error
158256,Last Mouse Lost,2014,14783,2,2,5,5,0,69,strategy, Animals, Childrens Game,error,error,error
183883,Port of Piraeus,2015,14784,3,6,30,60,2,43,Ancient, Economic,error,error,error,error
15520,Kids On Stage,1988,14785,2,6,30,30,1,36,Dexterity, Childrens Game,error,error,error,error
30896,Fackel+Keule,2007,14786,3,5,25,25,0,33,Animals, card, Prehistoric,error,error,error
15654,Providence's Great Blizzard Travel Game,1977,14787,2,6,0,0,1,30,Childrens Game, Transportation,error,error,error,error
174146,Batman  Road Trip,2014,14788,2,4,60,90,2,30,Adaptation,error,error,error,error,error
156746,Kombat Kittens,2014,14789,2,5,20,20,1,32,Animals, Bluffing, card, Fighting, Humor,error
1109,Last Minute,2000,14790,2,3,20,20,0,30,card,error,error,error,error,error
10392,Campaigns of Napoleon,1980,14791,1,4,360,360,1,31,War, War,error,error,error,error
6453,Doktor Igel,2001,14792,2,5,10,10,1,34,Dexterity, Animals, Childrens Game, Dice,error,error
905,Vagabondo,1979,14793,2,6,30,30,1,32,strategy,error,error,error,error,error
151467,Once Upon a Forest,2013,14794,2,4,15,15,0,33,card, Environmental,error,error,error,error
126749,Bim Bamm!,2012,14795,2,5,10,10,0,35,Dexterity, Animals, Childrens Game,error,error,error
5000,Tuf-abet,1969,14796,2,4,45,45,0,32,Word Game,error,error,error,error,error
12519,Fontenoy 1745,1996,14797,2,2,0,0,2,36,Age of Reason, War,error,error,error,error
41955,Eurooppa Tietopeli,0,14798,2,6,45,45,1,35,Memory, Trivia,error,error,error,error
192237,Specific,2016,14799,2,10,20,20,1,39,Animals, Childrens Game, Dice, Educational, Trivia,error
11215,Numeri,1973,14800,2,4,30,30,2,38,Dice, Racing,error,error,error,error
2417,Charge it!,1972,14801,2,6,30,30,0,60,card,error,error,error,error,error
187787,Nerdy Inventions,2015,14802,2,4,25,30,2,277,Dice,error,error,error,error,error
202994,Amasser Dragons,2016,14803,2,6,30,180,0,31,Adventure, Dice, Fantasy, Fighting, Math,error
31512,Habitat,2008,14804,2,6,15,30,9,251,Animals, card, Educational, Environmental,error,error
56197,Bezzerwizzer +,2009,14805,2,99,60,60,2,77,card, Educational, Music, Party Game, Trivia,error
197571,Pie Rats of the Carob Bean Farm,2016,14806,2,6,30,45,2,30,Bluffing, card, Pirates,error,error,error
2753,Demon's Run,1981,14807,2,4,120,120,0,48,Racing, Sci_Fi,error,error,error,error
6921,Bloodtree Rebellion,1979,14808,2,2,60,60,2,60,Political, Sci_Fi, War,error,error,error
114228,Little Circuit,0,14809,2,4,10,0,3,36,Animals, Childrens Game,error,error,error,error
211047,Steal This Game,2016,14810,2,2,5,5,3,106,Bluffing, Deduction, Dice,error,error,error
7808,Solar Trader,1990,14811,2,6,100,100,3,50,Dice, Sci_Fi, Space Exploration,error,error,error
159774,Rycerze i Zamki,2014,14812,2,4,15,15,2,47,Bluffing, card, Childrens Game, Fighting, Medieval,error
126206,Dragon Whisperer,2013,14813,3,6,30,30,4,86,card, Fantasy,error,error,error,error
90471,Hippo Hopp,2011,14814,2,4,30,30,0,48,Animals, card, Childrens Game, Memory,error,error
7189,Pitch Six,2003,14815,3,6,30,30,1,90,card,error,error,error,error,error
148179,Oss,2013,14816,2,6,30,30,3,86,Dexterity,error,error,error,error,error
121790,Mines of the Sacred Dragon,2012,14817,1,5,30,30,2,41,strategy, Puzzle, Territory Building,error,error,error
87829,Quest  Edi\u00e7\u00e3o Fam\u00edlia,2008,14818,2,6,45,45,0,34,Trivia,error,error,error,error,error
5447,Wealth of Nations,1975,14819,2,6,120,120,1,232,Economic, Educational, industry_manuf, Negotiation, Travel,error
4257,Frechdachs,2000,14820,2,4,15,15,2,131,Childrens Game,error,error,error,error,error
199026,Neko-in,2015,14821,3,6,10,30,0,31,Dexterity, Animals, Childrens Game, Humor, Memory, Party Game
3951,Octrix,1970,14822,2,4,60,60,2,31,card,error,error,error,error,error
137685,Muses,2013,14823,1,1,5,5,3,38,Ancient, Dice, Print & Play,error,error,error
10196,Farlander,2002,14824,2,4,30,30,4,221,strategy, Medieval, War,error,error,error
22259,Kroko Loko,2004,14825,2,4,15,15,0,33,Animals, Childrens Game, Memory,error,error,error
10651,Deflection,1981,14826,2,2,20,20,0,31,strategy, Dexterity, Puzzle,error,error,error
28246,Zanzibar,2007,14827,2,5,45,45,8,142,Economic,error,error,error,error,error
154878,Little Dungeon  Turtle Rock,2014,14828,2,5,15,15,2,76,Adventure, card, Childrens Game, Fantasy,error,error
3357,Wie Hund und Katz!,2002,14829,2,6,30,30,4,112,Animals, card,error,error,error,error
3564,Programmer's Nightmare,1998,14830,2,6,20,20,1,45,card,error,error,error,error,error
156461,Animal Suspect,2014,14831,3,8,20,20,1,46,Animals, Party Game,error,error,error,error
5539,Swoggle,1986,14832,1,4,45,45,0,32,Word Game,error,error,error,error,error
26025,Tumba,2006,14833,1,99,5,5,1,59,Dexterity,error,error,error,error,error
9565,James Bond 007 Assault! Game,1986,14834,1,2,90,90,2,48,Adventure, War, Adaptation, Adaptation, secret_agent,error
201971,Super Hack Override,2016,14835,2,6,10,20,2,35,card,error,error,error,error,error
5039,The Battle for North Africa  War in the Desert,1996,14836,2,4,180,180,4,104,War, War,error,error,error,error
14233,Caramba!,2004,14837,2,4,30,30,1,43,card, Fantasy,error,error,error,error
336,Jumpin,1964,14838,2,2,15,15,5,192,strategy,error,error,error,error,error
16727,Travel Play on Wordz,1984,14839,1,4,30,30,1,57,Dice, Educational, Memory, Puzzle, Real-time, Travel
5922,Birth of a Nation,1982,14840,2,2,120,240,2,37,Age of Reason, American Revolutionary War, War,error,error,error
17773,CrackeD ICE,2002,14841,2,5,1,1,1,94,Dexterity,error,error,error,error,error
254417,Clickbait,2018,14842,3,8,10,30,0,44,Dice, Party Game,error,error,error,error
6701,Battlecards  World Conflict \u2013 Pacific Theatre  Starter Set,2003,14843,2,8,60,60,0,68,card, Fighting, War, War,error,error
2097,Middle Sea  Empires of the Feudal Age,1979,14844,2,40,240,240,1,31,Economic, Medieval, Political, War,error,error
10324,Rough Justice,1999,14845,2,4,10,10,0,31,strategy, Dice, Math,error,error,error
192717,Pickpockets,2016,14846,3,4,15,30,1,31,Deduction,error,error,error,error,error
6109,Mafia,1981,14847,3,5,90,90,1,32,Mafia,error,error,error,error,error
85429,\u010cesko,2006,14848,2,6,45,45,0,34,Educational, Party Game, Trivia,error,error,error
4789,Trivial Pursuit  Genus III,1991,14849,2,6,90,90,7,370,Party Game, Trivia,error,error,error,error
3946,Pyramids,1978,14850,2,2,10,10,2,38,strategy,error,error,error,error,error
102750,Math Dice Jr.,0,14851,2,0,10,10,1,37,Educational, Math, Number,error,error,error
19036,Villainy  The Supervillainous Card Game,2005,14852,2,2,0,0,0,39,card, Fighting, Humor,error,error,error
7088,Warangel Card Game,2001,14853,2,10,60,60,0,44,card, Fantasy, Mythology, War,error,error
148660,Clumsy Thief,2013,14854,2,6,15,15,1,32,Educational, Math, Number,error,error,error
8788,Grenadier,1972,14855,2,2,100,100,0,51,Age of Reason, War, War,error,error,error
7269,Monopoly  The Heirloom Edition,1997,14856,2,8,300,300,0,57,Economic, Negotiation,error,error,error,error
27730,Eollis  Pirates des Vents,2007,14857,3,5,120,120,2,54,Adventure, card, Pirates,error,error,error
3465,Black Hole,1978,14858,2,2,30,30,0,97,Sci_Fi, War,error,error,error,error
160545,Crazier Eights,2014,14859,2,4,10,10,3,31,card, Fantasy,error,error,error,error
37854,Cluedo Party  Tudor Mansion Edition,2007,14860,6,8,120,120,0,31,Bluffing, Deduction, murder_mystery, Party Game,error,error
5876,Grav-Ball,1982,14861,2,4,90,90,1,50,Sci_Fi, Sports,error,error,error,error
153319,Query,2014,14862,3,8,45,45,2,30,Party Game,error,error,error,error,error
7553,Babylone,2003,14863,2,2,5,5,6,275,strategy,error,error,error,error,error
11394,Shopping List,1995,14864,2,4,15,15,4,93,Childrens Game, Memory,error,error,error,error
282341,House Flippers,2019,14865,2,4,10,15,0,51,Dexterity, industry_manuf, Party Game, Real-time,error,error
8188,Die wilden Fu\u00dfballkerle,2003,14866,2,2,30,30,3,30,card, Sports,error,error,error,error
105550,Rolling Bones,2011,14867,2,99,30,30,1,51,Dice,error,error,error,error,error
249658,Burger Party,2018,14868,2,5,10,10,1,31,Dexterity, Childrens Game, Party Game,error,error,error
54745,Scene It? The Simpsons Edition,2009,14869,2,12,30,30,1,143,Adaptation, Party Game, Trivia,error,error,error
208888,Il Trono di Mortadella,2016,14870,2,7,20,45,1,30,Dice,error,error,error,error,error
81561,Monkey See Monkey Do,2010,14871,3,12,20,20,1,74,Childrens Game, Humor, Party Game,error,error,error
31767,Outburst II,1991,14872,2,10,60,60,0,106,Party Game,error,error,error,error,error
4625,Millennium,1981,14873,2,2,300,300,3,36,Sci_Fi,error,error,error,error,error
137017,Ovo,2013,14874,2,4,20,20,1,83,strategy, Memory,error,error,error,error
4450,The Road To Vicksburg  The Battle of Champion Hill,1985,14875,2,2,60,60,0,51,American War, War,error,error,error,error
150216,QuickWits,2013,14876,3,99,20,30,0,40,card, Humor, Adult, Party Game,error,error
7711,Hats Off,1968,14877,2,4,10,10,1,40,Dexterity, Childrens Game,error,error,error,error
6705,Batman  Gotham City Mystery,2003,14878,2,5,45,45,0,66,Adaptation, Deduction,error,error,error,error
126464,Array,2012,14879,2,5,0,0,0,37,card,error,error,error,error,error
206082,Eye Sea,2016,14880,2,10,15,15,2,81,card, Party Game, Real-time, Word Game,error,error
154585,Groovy Pips,2014,14881,2,6,25,25,2,39,Dice,error,error,error,error,error
4969,Manhunt,1972,14882,2,4,90,90,0,47,Deduction, Electronic, murder_mystery,error,error,error
32164,Borneo,2007,14883,3,5,30,45,1,173,card, Economic, War,error,error,error
15527,Jorden runt p\u00e5 80 dagar,1986,14884,2,5,60,60,1,51,Travel,error,error,error,error,error
5517,Mine!,1993,14885,3,5,60,60,0,49,Economic, industry_manuf,error,error,error,error
124224,Making Profit  The Boardgame,2012,14886,2,6,45,45,1,50,card, Economic, industry_manuf,error,error,error
19696,Taverne de la Licorne,2004,14887,3,5,45,45,1,32,Fantasy, Humor, Medieval,error,error,error
12956,FutuRisiKo,1992,14888,3,6,180,180,1,222,War, War,error,error,error,error
11121,Operation Shock Troop  The Israeli Counterstroke Against Syria,1994,14889,2,2,0,0,0,40,War, War,error,error,error,error
4473,Pompeii  The Last Days,1989,14890,2,8,180,180,1,63,Ancient,error,error,error,error,error
123506,Wonderland,2012,14891,2,6,45,45,1,42,Adaptation,error,error,error,error,error
9776,The Incredible Hulk Smash,1998,14892,2,4,30,30,0,44,Animals, Childrens Game, Adaptation, Adaptation,error,error
4968,Yeti,1977,14893,2,4,45,45,2,60,Childrens Game, Mythology,error,error,error,error
20781,Caf\u00e9 Race,2005,14894,3,6,15,15,4,145,Print & Play, Racing,error,error,error,error
19916,Cups,1969,14895,2,2,20,20,4,31,strategy,error,error,error,error,error
56406,Activity Club-Edition,2002,14896,3,16,45,45,1,98,Adult, Party Game,error,error,error,error
8253,Moscow Burning  The Next Russian Civil War,1996,14897,2,2,120,120,1,45,War, War,error,error,error,error
106836,Ostfriesisches Schafe-Schubsen,2011,14898,3,8,30,30,0,44,Humor, Racing,error,error,error,error
205873,Freaky,2016,14899,2,5,15,15,0,61,card,error,error,error,error,error
9094,Macarthur  The Road to Bataan,1985,14900,2,2,120,120,1,40,War, War,error,error,error,error
10203,ASAP,1989,14901,2,12,20,20,0,72,card, Memory, Party Game, Trivia, Word Game,error
38340,Scene It? Seinfeld,2008,14902,2,12,2,2,3,170,Adaptation, Party Game, Trivia,error,error,error
16314,Party Scrabble,2004,14903,2,4,0,0,0,36,Party Game, Word Game,error,error,error,error
232950,Dare to Dream,2018,14904,2,4,30,60,0,60,card,error,error,error,error,error
42636,Gemischtes Doppel,2006,14905,1,6,30,30,3,82,card, Educational, Party Game, Puzzle, Word Game,error
198305,Bandits on Mars,2016,14906,2,8,15,15,1,92,Dexterity, card, Memory, Party Game,error,error
131182,Swintus Junior,2012,14907,3,10,10,10,2,36,Animals, card, Childrens Game, Humor,error,error
198855,GearSeed,2016,14908,2,4,15,30,0,68,card, Fantasy,error,error,error,error
7963,Clash of Steel,1984,14909,2,2,180,180,1,56,War, War,error,error,error,error
3425,Skunk,1953,14910,2,8,30,30,0,51,Animals, Dice,error,error,error,error
2996,Dodge City,1983,14911,2,5,60,60,0,34,American West,error,error,error,error,error
132785,Monopoly  CityVille,2012,14912,2,4,75,75,0,38,City Building, Economic, Negotiation,error,error,error
189615,Pingwiny z Madagaskaru,2015,14913,2,4,45,60,1,39,Animals, Childrens Game, Miniatures, Adaptation,error,error
6665,Legend of Camelot,1987,14914,2,4,45,45,1,43,Fighting, Medieval,error,error,error,error
8624,Outburst Bible Edition,1989,14915,2,20,90,90,1,55,Party Game, Religious, Trivia,error,error,error
8670,Der Herr der Ringe  Die R\u00fcckkehr des K\u00f6nigs,2003,14916,3,4,60,60,1,43,Fantasy, Adaptation, War,error,error,error
166390,Moscow to Paris,2014,14917,2,4,30,30,0,32,card, Trains,error,error,error,error
24969,Pit Fighter  Fantasy Arena,2006,14918,2,163,20,30,1,44,card, Fantasy, Fighting, Miniatures, War,error
13464,Alfapet,1994,14919,2,4,60,60,11,389,Word Game,error,error,error,error,error
212310,Pick Your Poison,2016,14920,3,8,20,45,0,36,card, Humor, Party Game,error,error,error
276622,Borderlands  Tiny Tina's Robot Tea Party,2019,14921,2,5,15,45,1,49,card, Party Game,error,error,error,error
13072,Airways,1972,14922,2,4,120,120,1,40,Aviation, Transportation, Travel,error,error,error
154753,Ice Cold Ice Hockey,2014,14923,2,2,60,60,1,33,card, Print & Play, Sports,error,error,error
27982,Operation  Rapid Response,2006,14924,2,4,0,0,0,34,Dexterity, Electronic,error,error,error,error
6578,Electronic Dream Phone,1991,14925,1,4,20,20,3,93,Childrens Game, Deduction, Electronic,error,error,error
3516,Option,1982,14926,2,4,60,60,0,82,Word Game,error,error,error,error,error
274277,Jurassic World Miniature Game,2020,14927,2,0,60,60,2,36,Miniatures, War,error,error,error,error
147445,We Didn't Playtest This Pasted-On Theme at All!,2014,14928,2,10,1,10,1,117,card, Party Game,error,error,error,error
122820,Mistrz S\u0142owa,0,14929,2,10,30,30,0,31,Party Game, Word Game,error,error,error,error
40072,Domo Caption This! Game,2008,14930,3,8,0,0,1,30,Party Game,error,error,error,error,error
7541,Killer Angels,1984,14931,2,2,300,300,1,33,American War, War,error,error,error,error
17738,Ostfriesenlauf,2005,14932,2,4,45,45,0,32,Humor, Racing,error,error,error,error
164600,Monkeys Need Love Too,2015,14933,2,6,15,60,2,49,card,error,error,error,error,error
5435,Le P\u00e9trole de la mer du Nord,1974,14934,2,6,120,120,1,50,Economic, industry_manuf, Memory,error,error,error
2927,Slasher  The Final Cut,1994,14935,3,6,60,60,1,58,card, Fighting, Horror,error,error,error
26516,Boxers or Briefs?,2005,14936,4,10,30,30,1,203,Party Game,error,error,error,error,error
3598,Tracks to Telluride,1994,14937,2,6,120,120,1,41,Racing, Trains,error,error,error,error
21563,Avista,0,14938,2,10,15,15,2,64,card, Trivia, Word Game,error,error,error
80972,Meteor Strike,2010,14939,2,2,10,10,0,48,Dexterity, Childrens Game, Dice,error,error,error
191714,Lil' Cthulhu,2016,14940,2,5,15,60,2,52,card, Horror, Humor, Mythology,error,error
136,Robin Hood,1999,14941,3,6,30,30,0,82,card,error,error,error,error,error
171540,Mount Pingo,2015,14942,1,5,15,15,1,36,Dexterity, Animals, card, Childrens Game,error,error
33950,Solo Tower Hack,2007,14943,1,1,10,10,5,57,Adventure, Dice, Fantasy, Fighting, Maze, Print & Play
18262,Hide & Seek Safari,2005,14944,2,2,20,20,2,55,Animals, Childrens Game, Electronic, Exploration, Real-time,error
3693,Empires at War,1993,14945,2,2,180,180,1,54,Post-War, War,error,error,error,error
40629,Bakong,2009,14946,2,6,20,20,2,524,Adventure, Exploration, Racing,error,error,error
154476,Gold Ahoy!,2014,14947,2,2,15,15,6,280,strategy,error,error,error,error,error
2545,Contigo,1974,14948,2,4,45,45,1,61,strategy,error,error,error,error,error
1240,Right Turn,2000,14949,2,8,10,10,2,134,card, Educational, Puzzle,error,error,error
5012,Snits,1977,14950,2,4,60,60,1,145,Fantasy, Racing, Sci_Fi,error,error,error
113518,Eternas,2011,14951,2,2,5,5,1,32,strategy,error,error,error,error,error
4815,The Campaign for North Africa,1979,14952,8,10,60000,60000,9,137,War, War,error,error,error,error
62637,Viewpoint,2009,14953,2,6,15,15,5,63,Bluffing, card, Math, Party Game,error,error
8267,Bunker Hill,1995,14954,2,2,120,120,0,67,Age of Reason, American Revolutionary War, War,error,error,error
278359,Runes & Regulations,2019,14955,2,4,0,0,2,32,card, Fantasy,error,error,error,error
2940,Dogville,2001,14956,2,6,90,90,5,570,Animals,error,error,error,error,error
8178,Constellation,2003,14957,2,3,30,30,1,39,strategy,error,error,error,error,error
176247,Mixtape Massacre,2016,14958,2,6,30,90,1,106,Horror, Humor, Adaptation, Music,error,error
119622,Massilia,2014,14959,2,4,60,120,3,219,Economic,error,error,error,error,error
208533,Batman  The Animated Series \u2013 Almost Got 'Im Card Game,2017,14960,5,8,30,30,0,80,Bluffing, Adaptation, Mafia, Party Game,error,error
613,\u00dcber Bord,1978,14961,2,2,15,15,2,66,strategy,error,error,error,error,error
201048,Monkey Butt,2016,14962,2,8,10,30,1,34,card, Number,error,error,error,error
22257,Joakim von Ankas fantastiska aff\u00e4rer,1989,14963,2,5,60,60,1,38,Adaptation, Economic,error,error,error,error
153168,Karten Kniffel,2014,14964,2,5,20,20,2,39,card, Dice,error,error,error,error
170511,Slap .45 Mini,2014,14965,3,7,20,20,0,37,Dexterity, American West, card,error,error,error
43167,The Livestock Market,2009,14966,2,4,20,20,0,41,Animals, Dice, Print & Play,error,error,error
7256,Stix,1987,14967,2,4,20,20,2,147,card,error,error,error,error,error
30952,The Witcher  The Adventure Card Game,2007,14968,2,4,60,60,5,248,Adventure, card, Fantasy, Adaptation,error,error
15880,The Hollywood! Card Game,2005,14969,3,4,15,15,3,337,card,error,error,error,error,error
130626,The Hobbit  An Unexpected Journey \u2013 Das Kartenspiel,2012,14970,2,4,30,30,1,31,card, Fantasy, Adaptation, Adaptation,error,error
23374,HeroCard Champion of New Olympia,2006,14971,2,4,20,20,1,58,card, Adaptation,error,error,error,error
25967,Scene It? Marvel Deluxe,2006,14972,2,12,60,60,0,58,Adaptation, Party Game, Trivia,error,error,error
159044,The Hobbit  Enchanted Gold,2014,14973,2,2,30,30,3,142,card, Fantasy, Adaptation,error,error,error
207167,Monopoly  Ultimate Banking,2016,14974,2,4,30,60,4,126,Economic, Electronic,error,error,error,error
29491,Dipole,2007,14975,2,2,30,30,2,44,strategy,error,error,error,error,error
6553,Pussy Cat,2003,14976,2,2,20,20,0,79,Animals, Bluffing,error,error,error,error
5002,Sports Illustrated  Pro Golf,1981,14977,1,36,60,60,4,139,Dice, Sports,error,error,error,error
11965,Topminos,1998,14978,2,4,20,20,1,40,strategy,error,error,error,error,error
2373,Vendetta,1991,14979,3,5,60,60,0,59,Mafia,error,error,error,error,error
203967,Arkham Ritual,2017,14980,3,7,20,30,6,153,card, Deduction, Horror, Adaptation, Party Game,error
1981,Schwarzmarkt,1996,14981,3,5,45,45,2,89,card, Economic,error,error,error,error
40871,Crunch  The Game for Utter Bankers,2009,14982,2,4,45,45,9,362,Dexterity, card, Economic, Humor, Political,error
203019,Million Dollars But... The Game  Expansion Pack 1,2016,14983,3,10,30,45,0,40,Humor, Adult, Party Game,error,error,error
177437,YAK,2015,14984,2,6,0,0,1,50,Animals, Bluffing, card,error,error,error
90735,Chaos,2010,14985,2,6,0,0,0,36,card, Party Game,error,error,error,error
17849,Xochintlan,1996,14986,2,5,20,20,0,39,Animals, Mythology, Print & Play,error,error,error
